a0,a1,a2,a3,a4,b0,b1,b2,b3,b4,o0,o1,o2,o3,o4,o5,o6,o7,o8,o9,o10,o11,o12,,a,b,o
1,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,-3 - 2j,3 + 0j,0 - 2j
1,0,1,0,1,0,1,1,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,,-3 - 2j,1 + 1j,-2 - 1j
1,0,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,-3 - 2j,2 + 1j,-1 - 1j
1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,,-3 - 2j,-4 + 0j,-7 - 2j
1,0,1,0,1,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,,-3 - 2j,-3 + 0j,-6 - 2j
1,0,1,0,1,0,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,,-3 - 2j,-5 + 1j,-8 - 1j
1,0,1,0,1,1,1,0,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,,-3 - 2j,-4 + 1j,-7 - 1j
1,0,1,0,1,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,,-3 - 2j,-4 - 2j,-7 - 4j
1,0,1,0,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,,-3 - 2j,-3 - 2j,-6 - 4j
1,0,1,0,1,0,1,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,,-3 - 2j,-5 - 1j,-8 - 3j
1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,,-3 - 2j,-4 - 1j,-7 - 3j
1,0,1,0,1,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,,-3 - 2j,-2 + 2j,-5 + 0j
1,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,-3 - 2j,-1 + 2j,-4 + 0j
1,0,1,0,1,0,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,,-3 - 2j,-3 + 3j,-6 + 1j
1,0,1,0,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,,-3 - 2j,-2 + 3j,-5 + 1j
1,0,1,0,1,0,0,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,,-3 - 2j,-2 + 0j,-5 - 2j
1,0,1,0,1,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,,-3 - 2j,-1 + 0j,-4 - 2j
1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,,-3 - 2j,-3 + 1j,-6 - 1j
1,0,1,0,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,,-3 - 2j,-2 + 1j,-5 - 1j
0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,,-5 - 1j,0 + 0j,-5 - 1j
0,1,1,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,,-5 - 1j,1 + 0j,-4 - 1j
0,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,,-5 - 1j,-1 + 1j,-6 + 0j
0,1,1,0,1,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,,-5 - 1j,0 + 1j,-5 + 0j
0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,,-5 - 1j,0 - 2j,-5 - 3j
0,1,1,0,1,1,0,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,,-5 - 1j,1 - 2j,-4 - 3j
0,1,1,0,1,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,,-5 - 1j,-1 - 1j,-6 - 2j
0,1,1,0,1,1,1,1,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,,-5 - 1j,0 - 1j,-5 - 2j
0,1,1,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,,-5 - 1j,2 + 2j,-3 + 1j
0,1,1,0,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,,-5 - 1j,3 + 2j,-2 + 1j
0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0,,-5 - 1j,1 + 3j,-4 + 2j
0,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0,1,1,1,0,0,0,,-5 - 1j,2 + 3j,-3 + 2j
0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,,-5 - 1j,2 + 0j,-3 - 1j
0,1,1,0,1,1,0,1,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,,-5 - 1j,3 + 0j,-2 - 1j
0,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,-5 - 1j,1 + 1j,-4 + 0j
0,1,1,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,,-5 - 1j,2 + 1j,-3 + 0j
0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,,-5 - 1j,-4 + 0j,-9 - 1j
0,1,1,0,1,1,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,,-5 - 1j,-3 + 0j,-8 - 1j
0,1,1,0,1,0,1,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,,-5 - 1j,-5 + 1j,-10 + 0j
0,1,1,0,1,1,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,,-5 - 1j,-4 + 1j,-9 + 0j
0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,,-5 - 1j,-4 - 2j,-9 - 3j
0,1,1,0,1,1,0,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,,-5 - 1j,-3 - 2j,-8 - 3j
0,1,1,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,1,1,1,,-5 - 1j,-5 - 1j,-10 - 2j
0,1,1,0,1,1,1,1,0,1,1,0,0,1,0,1,0,0,1,0,1,1,1,,-5 - 1j,-4 - 1j,-9 - 2j
0,1,1,0,1,0,0,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,,-5 - 1j,-2 + 2j,-7 + 1j
0,1,1,0,1,1,0,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,,-5 - 1j,-1 + 2j,-6 + 1j
0,1,1,0,1,0,1,0,1,1,0,0,1,0,1,1,0,1,1,1,0,0,0,,-5 - 1j,-3 + 3j,-8 + 2j
0,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1,1,1,0,0,0,,-5 - 1j,-2 + 3j,-7 + 2j
0,1,1,0,1,0,0,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,,-5 - 1j,-2 + 0j,-7 - 1j
0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,,-5 - 1j,-1 + 0j,-6 - 1j
0,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,,-5 - 1j,-3 + 1j,-8 + 0j
0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,,-5 - 1j,-2 + 1j,-7 + 0j
1,1,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,,-4 - 1j,0 + 0j,-4 - 1j
1,1,1,0,1,1,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,,-4 - 1j,1 + 0j,-3 - 1j
1,1,1,0,1,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,,-4 - 1j,-1 + 1j,-5 + 0j
1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,-4 - 1j,0 + 1j,-4 + 0j
1,1,1,0,1,0,0,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,,-4 - 1j,0 - 2j,-4 - 3j
1,1,1,0,1,1,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,,-4 - 1j,1 - 2j,-3 - 3j
1,1,1,0,1,0,1,1,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,,-4 - 1j,-1 - 1j,-5 - 2j
1,1,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,-4 - 1j,0 - 1j,-4 - 2j
1,1,1,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,,-4 - 1j,2 + 2j,-2 + 1j
1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,-4 - 1j,3 + 2j,-1 + 1j
1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,1,0,0,0,,-4 - 1j,1 + 3j,-3 + 2j
1,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,-4 - 1j,2 + 3j,-2 + 2j
1,1,1,0,1,0,0,1,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,,-4 - 1j,2 + 0j,-2 - 1j
1,1,1,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,-4 - 1j,3 + 0j,-1 - 1j
1,1,1,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,,-4 - 1j,1 + 1j,-3 + 0j
1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,,-4 - 1j,2 + 1j,-2 + 0j
1,1,1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,,-4 - 1j,-4 + 0j,-8 - 1j
1,1,1,0,1,1,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,,-4 - 1j,-3 + 0j,-7 - 1j
1,1,1,0,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,,-4 - 1j,-5 + 1j,-9 + 0j
1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,,-4 - 1j,-4 + 1j,-8 + 0j
1,1,1,0,1,0,0,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,,-4 - 1j,-4 - 2j,-8 - 3j
1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,,-4 - 1j,-3 - 2j,-7 - 3j
1,1,1,0,1,0,1,1,0,1,1,0,0,1,0,1,0,0,1,0,1,1,1,,-4 - 1j,-5 - 1j,-9 - 2j
1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,,-4 - 1j,-4 - 1j,-8 - 2j
1,1,1,0,1,0,0,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,,-4 - 1j,-2 + 2j,-6 + 1j
1,1,1,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,,-4 - 1j,-1 + 2j,-5 + 1j
1,1,1,0,1,0,1,0,1,1,1,0,1,0,1,1,0,1,1,1,0,0,0,,-4 - 1j,-3 + 3j,-7 + 2j
1,1,1,0,1,1,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,,-4 - 1j,-2 + 3j,-6 + 2j
1,1,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,,-4 - 1j,-2 + 0j,-6 - 1j
1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,,-4 - 1j,-1 + 0j,-5 - 1j
1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,,-4 - 1j,-3 + 1j,-7 + 0j
1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,,-4 - 1j,-2 + 1j,-6 + 0j
0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,-2 + 2j,0 + 0j,-2 + 2j
0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,,-2 + 2j,1 + 0j,-1 + 2j
0,0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,,-2 + 2j,-1 + 1j,-3 + 3j
0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,,-2 + 2j,0 + 1j,-2 + 3j
0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,,-2 + 2j,0 - 2j,-2 + 0j
0,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,,-2 + 2j,1 - 2j,-1 + 0j
0,0,0,1,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,,-2 + 2j,-1 - 1j,-3 + 1j
0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,,-2 + 2j,0 - 1j,-2 + 1j
0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,,-2 + 2j,2 + 2j,0 + 4j
0,0,0,1,1,1,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,,-2 + 2j,3 + 2j,1 + 4j
0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,,-2 + 2j,1 + 3j,-1 + 5j
0,0,0,1,1,1,1,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,,-2 + 2j,2 + 3j,0 + 5j
0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,,-2 + 2j,2 + 0j,0 + 2j
0,0,0,1,1,1,0,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,,-2 + 2j,3 + 0j,1 + 2j
0,0,0,1,1,0,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,,-2 + 2j,1 + 1j,-1 + 3j
0,0,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,,-2 + 2j,2 + 1j,0 + 3j
0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,,-2 + 2j,-4 + 0j,-6 + 2j
0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,,-2 + 2j,-3 + 0j,-5 + 2j
0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,,-2 + 2j,-5 + 1j,-7 + 3j
0,0,0,1,1,1,1,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,,-2 + 2j,-4 + 1j,-6 + 3j
0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,,-2 + 2j,-4 - 2j,-6 + 0j
0,0,0,1,1,1,0,1,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,,-2 + 2j,-3 - 2j,-5 + 0j
0,0,0,1,1,0,1,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,,-2 + 2j,-5 - 1j,-7 + 1j
0,0,0,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,,-2 + 2j,-4 - 1j,-6 + 1j
0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,,-2 + 2j,-2 + 2j,-4 + 4j
0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,,-2 + 2j,-1 + 2j,-3 + 4j
0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,,-2 + 2j,-3 + 3j,-5 + 5j
0,0,0,1,1,1,1,0,1,1,1,1,0,0,0,1,0,1,1,1,0,0,0,,-2 + 2j,-2 + 3j,-4 + 5j
0,0,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0,1,1,1,0,0,0,,-2 + 2j,-2 + 0j,-4 + 2j
0,0,0,1,1,1,0,1,1,1,1,0,1,0,0,1,0,1,1,1,0,0,0,,-2 + 2j,-1 + 0j,-3 + 2j
0,0,0,1,1,0,1,1,1,1,0,1,1,0,0,1,0,1,1,1,0,0,0,,-2 + 2j,-3 + 1j,-5 + 3j
0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,0,0,,-2 + 2j,-2 + 1j,-4 + 3j
1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,,-1 + 2j,0 + 0j,-1 + 2j
1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,,-1 + 2j,1 + 0j,0 + 2j
1,0,0,1,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,,-1 + 2j,-1 + 1j,-2 + 3j
1,0,0,1,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,,-1 + 2j,0 + 1j,-1 + 3j
1,0,0,1,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,,-1 + 2j,0 - 2j,-1 + 0j
1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,-1 + 2j,1 - 2j,0 + 0j
1,0,0,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,,-1 + 2j,-1 - 1j,-2 + 1j
1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,-1 + 2j,0 - 1j,-1 + 1j
1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,,-1 + 2j,2 + 2j,1 + 4j
1,0,0,1,1,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,,-1 + 2j,3 + 2j,2 + 4j
1,0,0,1,1,0,1,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,,-1 + 2j,1 + 3j,0 + 5j
1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,,-1 + 2j,2 + 3j,1 + 5j
1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,,-1 + 2j,2 + 0j,1 + 2j
1,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,-1 + 2j,3 + 0j,2 + 2j
1,0,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,,-1 + 2j,1 + 1j,0 + 3j
1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,-1 + 2j,2 + 1j,1 + 3j
1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,,-1 + 2j,-4 + 0j,-5 + 2j
1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,,-1 + 2j,-3 + 0j,-4 + 2j
1,0,0,1,1,0,1,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,,-1 + 2j,-5 + 1j,-6 + 3j
1,0,0,1,1,1,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,,-1 + 2j,-4 + 1j,-5 + 3j
1,0,0,1,1,0,0,1,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,,-1 + 2j,-4 - 2j,-5 + 0j
1,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,-1 + 2j,-3 - 2j,-4 + 0j
1,0,0,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,,-1 + 2j,-5 - 1j,-6 + 1j
1,0,0,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,,-1 + 2j,-4 - 1j,-5 + 1j
1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,,-1 + 2j,-2 + 2j,-3 + 4j
1,0,0,1,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0,0,0,,-1 + 2j,-1 + 2j,-2 + 4j
1,0,0,1,1,0,1,0,1,1,1,1,0,0,0,1,0,1,1,1,0,0,0,,-1 + 2j,-3 + 3j,-4 + 5j
1,0,0,1,1,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,0,0,0,,-1 + 2j,-2 + 3j,-3 + 5j
1,0,0,1,1,0,0,1,1,1,1,0,1,0,0,1,0,1,1,1,0,0,0,,-1 + 2j,-2 + 0j,-3 + 2j
1,0,0,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,,-1 + 2j,-1 + 0j,-2 + 2j
1,0,0,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,0,0,,-1 + 2j,-3 + 1j,-4 + 3j
1,0,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,,-1 + 2j,-2 + 1j,-3 + 3j
0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,,-3 + 3j,0 + 0j,-3 + 3j
0,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,,-3 + 3j,1 + 0j,-2 + 3j
0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,,-3 + 3j,-1 + 1j,-4 + 4j
0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,,-3 + 3j,0 + 1j,-3 + 4j
0,1,0,1,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,,-3 + 3j,0 - 2j,-3 + 1j
0,1,0,1,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,,-3 + 3j,1 - 2j,-2 + 1j
0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,,-3 + 3j,-1 - 1j,-4 + 2j
0,1,0,1,1,1,1,1,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,,-3 + 3j,0 - 1j,-3 + 2j
0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,,-3 + 3j,2 + 2j,-1 + 5j
0,1,0,1,1,1,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,,-3 + 3j,3 + 2j,0 + 5j
0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,,-3 + 3j,1 + 3j,-2 + 6j
0,1,0,1,1,1,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,0,0,,-3 + 3j,2 + 3j,-1 + 6j
0,1,0,1,1,0,0,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,,-3 + 3j,2 + 0j,-1 + 3j
0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,,-3 + 3j,3 + 0j,0 + 3j
0,1,0,1,1,0,1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,0,0,,-3 + 3j,1 + 1j,-2 + 4j
0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,1,0,0,0,,-3 + 3j,2 + 1j,-1 + 4j
0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,,-3 + 3j,-4 + 0j,-7 + 3j
0,1,0,1,1,1,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,,-3 + 3j,-3 + 0j,-6 + 3j
0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,,-3 + 3j,-5 + 1j,-8 + 4j
0,1,0,1,1,1,1,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,0,,-3 + 3j,-4 + 1j,-7 + 4j
0,1,0,1,1,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,,-3 + 3j,-4 - 2j,-7 + 1j
0,1,0,1,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,,-3 + 3j,-3 - 2j,-6 + 1j
